iter	RMSE
211	68.49449644
212	68.25108713
213	67.73733224
214	67.49764462
215	67.26289085
216	66.97692387
217	66.64817449
218	66.51870286
219	66.01333401
220	65.79596465
221	65.33561703
222	65.16291252
223	64.93094843
224	64.4941707
225	64.31801381
226	64.15528272
227	63.73862078
228	63.2608435
229	62.83400377
230	62.51316923
231	62.29668367
232	61.98663772
233	61.7810113
234	61.61315354
235	61.41614534
236	61.0441206
237	60.85668801
238	60.68063263
239	60.42127644
240	60.28098661
241	60.00285051
242	59.6606603
243	59.52790324
244	59.33165199
245	59.05782489
246	58.8006774
247	58.69445333
248	58.59654267
249	58.44108129
250	58.26518477
251	58.13266447
252	57.68027758
253	57.37880565
254	57.21735879
255	57.09542502
256	56.67575619
257	56.43981028
258	56.34546968
259	56.25443116
260	56.06739681
261	55.85136742
262	55.67170074
263	55.40589668
264	55.27890916
265	54.99456467
266	54.82179814
267	54.71269886
268	54.44458953
269	54.34512053
270	54.13780389
271	54.03447465
272	53.87919487
273	53.77855982
274	53.54939994
275	53.31264949
276	53.18810855
277	53.07484502
278	52.84635998
279	52.75622584
280	52.63795737
281	52.42481629
282	52.33804203
283	52.18020221
284	52.06772141
285	51.91578198
286	51.7792185
287	51.67166586
288	51.58582941
289	51.48357326
290	51.25740339
291	51.15058012
292	51.06750164
293	50.93082867
294	50.80161985
295	50.70469899
296	50.62507172
297	50.50057926
298	50.40804956
299	50.33219887
300	50.23760562
301	50.00675624
302	49.92156045
303	49.80189695
304	49.72536347
305	49.64393516
306	49.52865855
307	49.45089584
308	49.37666222
309	49.29653118
310	49.15719767
311	48.95101652
312	48.85837163
313	48.69954636
314	48.6285701
315	48.51229592
316	48.22282035
317	48.15395978
318	48.04308489
319	47.95787886
320	47.89822356
321	47.84422179
322	47.71652345
323	47.64939111
324	47.58368118
325	47.48227336
326	47.41823318
327	47.36342808
328	47.20393058
329	47.08429396
330	47.03174321
331	46.95155467
332	46.84728706
333	46.78552026
334	46.65968725
335	46.59865749
336	46.53414831
337	46.42466448
338	46.36827329
339	46.31922137
340	46.15359331
341	46.11650004
342	46.06952394
343	46.00904663
344	45.97316623
345	45.87288347
346	45.51624665
347	45.37838827
348	45.33313009
349	45.27521214
350	45.19791594
351	45.14821987
352	45.03924407
353	44.93480061
354	44.78747251
355	44.75386399
356	44.72160155
357	44.66527055
358	44.56746948
359	44.43213324
360	44.37776487
361	44.02988883
362	43.97642136
363	43.93188086
364	43.90071386
365	43.80169981
366	43.69942262
367	43.6074008
368	43.54071598
369	43.51072019
370	43.48177176
371	43.395052
372	43.33311784
373	43.28160176
374	43.24449434
375	43.18237297
376	43.13548971
377	43.06468852
378	43.01418272
379	42.9311063
380	42.85203652
381	42.78513053
382	42.75116368
383	42.69540594
384	42.64424349
385	42.611672
386	42.54223176
387	42.49554939
388	42.42145153
389	42.36872478
390	42.27379502
391	42.2084189
392	42.14694904
393	42.02242597
394	41.9523356
395	41.89563546
396	41.83537761
397	41.78650331
398	41.74160542
399	41.59077745
400	41.47214281
401	41.42792533
402	41.37422826
403	41.33204653
404	41.22591505
405	41.08053887
406	41.03405152
407	40.97999146
408	40.86676122
409	40.8565478
410	40.80557854
411	40.76675896
412	40.65416562
413	40.51362645
414	40.48269469
415	40.40353072
416	40.35400985
417	40.30728366
418	40.21016817
419	40.13469482
420	40.08939527
421	40.05271701
422	39.99225308
423	39.9507842
424	39.81494725
425	39.76329009
426	39.68711778
427	39.59484897
428	39.53777186
429	39.48426498
430	39.38045045
431	39.29105636
432	39.28154733
433	39.23760997
434	39.10630491
435	39.06178316
436	39.00542495
437	38.95457318
438	38.82755836
439	38.78490857
440	38.63546248
441	38.59466228
442	38.47356459
443	38.43460153
444	38.38699008
445	38.35689854
446	38.2395728
447	38.20223467
448	38.06387715
449	38.01304433
450	38.00396358
451	37.97833839
452	37.86653174
453	37.8386113
454	37.74342221
455	37.63498082
456	37.55303883
457	37.52803594
458	37.52021937
459	37.47510432
460	37.43809749
461	37.38945041
462	37.31092228
463	37.26547881
464	37.16138408
465	37.1536858
466	37.11918781
467	37.08366609
468	37.02016285
469	36.97631008
470	36.96879959
471	36.92742722
472	36.89345636
473	36.86997444
474	36.74797101
475	36.68753747
476	36.66511429
477	36.65175884
478	36.62908849
479	36.52254139
480	36.4212163
481	36.37520415
482	36.35265094
483	36.18363165
484	36.12684523
485	36.10565944
486	36.06792104
487	35.96759007
488	35.89548776
489	35.83497618
490	35.71850412
491	35.65124186
492	35.61248454
493	35.58139826
494	35.52763365
495	35.42114951
496	35.35555369
497	35.28328305
498	35.26374059
499	35.235451
500	35.21411768
501	35.1866952
502	35.16822364
503	35.08299327
504	34.96553352
505	34.90866779
506	34.8128945
507	34.78583094
508	34.76142962
509	34.67350698
510	34.65620213
511	34.59328504
512	34.58731601
513	34.52049016
514	34.44022147
515	34.32860393
516	34.27368118
517	34.21528261
518	34.19914806
519	34.1441995
520	34.07100969
521	34.04309884
522	34.03736671
523	33.73465247
524	33.728149
525	33.54034595
526	33.47918498
527	33.40581538
528	33.40025723
529	33.11746075
530	33.07094929
531	33.04405418
532	32.98480997
533	32.86426198
534	32.8500888
535	32.79495837
536	32.52836309
537	32.52280579
538	32.46974701
539	32.35725234
540	32.34567534
541	32.29362829
542	32.0429032
543	32.02924092
544	31.95082356
545	31.9366978
546	31.856883
547	31.78317801
548	31.69787344
549	31.62822487
550	31.49422921
551	31.38895784
552	31.3085265
553	31.24806073
554	31.24294119
555	31.16522927
556	31.10087963
557	31.08770228
558	31.04950009
559	31.01145795
560	30.78556073
561	30.72545884
562	30.66354196
563	30.61721247
564	30.58060782
565	30.56786104
566	30.54783066
567	30.33493746
568	30.30785876
569	30.25774316
570	30.16098889
571	30.01698094
572	29.9449331
573	29.80648949
574	29.79404428
575	29.76862492
576	29.6355338
577	29.55520093
578	29.54245068
579	29.41533586
580	29.39286064
581	29.34663981
582	29.28198818
583	29.27754277
584	29.26627768
585	29.14172799
586	29.09665688
587	29.01583478
588	29.00330245
589	28.99912833
590	28.8238402
591	28.81305651
592	28.64627558
593	28.63571023
594	28.59407326
595	28.41865588
596	28.30014092
597	28.28865246
598	28.17110369
599	28.1605094
600	28.14060728
601	28.03372371
602	28.03015556
603	27.9760097
604	27.93413428
605	27.85861358
606	27.80210293
607	27.68837708
608	27.67876531
609	27.67172485
610	27.52454867
611	27.41594438
612	27.40632951
613	27.40300621
614	27.34112674
615	27.26219199
616	27.21418892
617	27.18465791
618	27.10544973
619	27.05465376
620	27.01821631
621	26.99381626
622	26.96225526
623	26.92356987
624	26.85716215
625	26.81554208
626	26.76795195
627	26.73135637
628	26.69225712
629	26.65809885
630	26.65107755
631	26.62313664
632	26.61318098
633	26.54945402
634	26.432023
635	26.35758217
636	26.3241063
637	26.32096459
638	26.29388844
639	26.23936412
640	26.23132435
641	26.16265213
642	26.12679694
643	26.11801697
644	26.08896129
645	25.97915632
646	25.91044625
647	25.88900184
648	25.88075786
649	25.79892097
650	25.69440972
651	25.630555
652	25.5923488
653	25.51537145
654	25.45463436
655	25.38117258
656	25.28289217
657	25.26516266
658	25.16996205
659	25.12456682
660	25.07358864
661	25.05672092
662	24.96615313
663	24.95005384
664	24.88003051
665	24.79253997
666	24.74364568
667	24.72832602
668	24.64351763
669	24.60367443
670	24.57811925
671	24.54969922
672	24.54528905
673	24.48807862
674	24.42623261
675	24.36086366
676	24.27992562
677	24.26555049
678	24.24077471
679	24.16225728
680	24.09529597
681	24.03781712
682	23.97311462
683	23.91034209
684	23.90475559
685	23.89800061
686	23.84497054
687	23.78372615
688	23.73075189
689	23.67566914
690	23.63285649
691	23.61032464
692	23.60526991
693	23.57061855
694	23.50925738
695	23.45939209
696	23.40585771
697	23.36649513
698	23.30825788
699	23.25847474
700	23.21026906
701	23.16749946
702	23.12207878
703	23.11968406
704	23.0793837
705	23.07293221
706	23.02867361
707	22.98169852
708	22.94762494
709	22.94099146
710	22.91907841
711	22.88089329
712	22.84778604
713	22.8215872
714	22.78196997
715	22.71705706
716	22.69308841
717	22.66821216
718	22.63731396
719	22.61157194
720	22.54956233
721	22.50644593
722	22.48591495
723	22.43100785
724	22.31998359
725	22.2990247
726	22.25722532
727	22.25256621
728	22.21042305
729	22.16665457
730	22.12556499
731	22.07368253
732	22.0347479
733	22.01436866
734	21.97513012
735	21.95279704
736	21.94940396
737	21.91046086
738	21.90489944
739	21.85901076
740	21.83405665
741	21.81532989
742	21.79322403
743	21.78250387
744	21.74858796
745	21.74334845
746	21.71952379
747	21.69219081
748	21.65609872
749	21.6377046
750	21.61998287
751	21.6019974
752	21.58519776
753	21.580611
754	21.55672936
755	21.49947145
756	21.46584565
757	21.4427018
758	21.39689051
759	21.34866534
760	21.32640957
761	21.28227694
762	21.25009161
763	21.22846683
764	21.22395775
765	21.18349184
766	21.16252812
767	21.12010582
768	21.07429962
769	21.03626801
770	21.0113946
771	21.0064629
772	20.97501411
773	20.93886092
774	20.89853064
775	20.86999678
776	20.84616658
777	20.80751004
778	20.78688073
779	20.77011711
780	20.74309468
781	20.70536174
782	20.66909902
783	20.63424413
784	20.60073752
785	20.56852237
786	20.53754442
787	20.51592161
788	20.4862478
789	20.45770317
790	20.43727844
791	20.4099155
792	20.38358448
793	20.35824299
794	20.3314957
795	20.27551084
796	20.25530733
797	20.22232764
798	20.16653023
799	20.11475479
800	20.09497988
801	20.07582076
802	19.97924301
803	19.97496689
804	19.97051056
805	19.8780089
806	19.85926774
807	19.81299103
808	19.79472723
809	19.79074783
810	19.76939273
811	19.68027291
812	19.6522312
813	19.64048392
814	19.5548132
815	19.53737397
816	19.53321779
817	19.51545928
818	19.50432117
819	19.50061014
820	19.49009478
821	19.39631183
822	19.35230122
823	19.31157453
824	19.30771051
825	19.2584098
826	19.24188917
827	19.20019438
828	19.15827549
829	19.1545666
830	19.14465629
831	19.13397706
832	19.10984084
833	19.02756245
834	19.02397046
835	18.9873628
836	18.97124543
837	18.93793409
838	18.92218211
839	18.90817812
840	18.8815548
841	18.86821339
842	18.82251429
843	18.80704688
844	18.80340888
845	18.72067236
846	18.66287757
847	18.6596197
848	18.64682262
849	18.61464881
850	18.59958097
851	18.5704325
852	18.54820516
853	18.49625855
854	18.48482788
855	18.45026542
856	18.43857552
857	18.42399834
858	18.39536657
859	18.38213825
860	18.36795746
861	18.34952534
862	18.30276724
863	18.22831279
864	18.19868963
865	18.16735117
866	18.15372297
867	18.14205664
868	18.1140046
869	18.1007185
870	18.0679119
871	18.04096774
872	18.00972067
873	17.99639341
874	17.95106136
875	17.93879743
876	17.91210234
877	17.89939846
878	17.88812926
879	17.85911428
880	17.84671642
881	17.82461717
882	17.82032964
883	17.78385678
884	17.78187926
885	17.73985856
886	17.71219742
887	17.69678725
888	17.65789302
889	17.62980254
890	17.56170791
891	17.54719324
892	17.53763072
893	17.51288533
894	17.4987436
895	17.4850212
896	17.4441471
897	17.40748574
898	17.39842782
899	17.37272859
900	17.3465153
901	17.33324863
902	17.32415936
903	17.32168228
904	17.28362341
905	17.27075033
906	17.2409163
907	17.23223822
908	17.19234678
909	17.15633525
910	17.1437712
911	17.12268609
912	17.11047748
913	17.10180543
914	17.07587262
915	17.03737845
916	17.02543179
917	17.01382167
918	16.99074711
919	16.98977438
920	16.98154684
921	16.95512597
922	16.93230395
923	16.92093833
924	16.91475223
925	16.90370431
926	16.9018249
927	16.89590364
928	16.87491846
929	16.85139888
930	16.81135803
931	16.78645147
932	16.74965384
933	16.72629642
934	16.72179641
935	16.69691101
936	16.68605099
937	16.67275924
938	16.63020571
939	16.61976295
940	16.6171003
941	16.59265853
942	16.58016317
943	16.56397877
944	16.55376325
945	16.54635992
946	16.53165778
947	16.51368945
948	16.4735971
949	16.46374673
950	16.46283407
951	16.42642454
952	16.40447522
953	16.37820545
954	16.35920243
955	16.34548874
956	16.32561367
957	16.30564355
958	16.2959878
959	16.26126643
960	16.2221449
961	16.20162749
962	16.19935172
963	16.18013683
964	16.17064847
965	16.15524344
966	16.11889531
967	16.08100421
968	16.05759634
969	16.04833066
970	16.01303656
971	15.97630631
972	15.94087452
973	15.92860728
974	15.88581899
975	15.84515573
976	15.81829107
977	15.78453735
978	15.76060958
979	15.74113928
980	15.70856118
981	15.69382345
982	15.68313859
983	15.6535265
984	15.63712606
985	15.61586571
986	15.59286065
987	15.56086808
988	15.53891888
989	15.53634152
990	15.52639334
991	15.50638742
992	15.48569643
993	15.46908067
994	15.44925614
995	15.43727737
996	15.41322931
997	15.39234718
998	15.37344084
999	15.34166218
1000	15.32423043
1001	15.29261545
1002	15.26187447
1003	15.24068607
1004	15.22464842
1005	15.20837068
1006	15.18734232
1007	15.16862449
1008	15.16087045
1009	15.14206664
1010	15.12835437
1011	15.09642315
1012	15.08105481
1013	15.05045474
1014	15.02041679
1015	14.99408624
1016	14.96557031
1017	14.93406111
1018	14.90910126
1019	14.88200241
1020	14.85838628
1021	14.83264121
1022	14.80240624
1023	14.78001043
1024	14.75552358
1025	14.74779451
1026	14.72970301
1027	14.6607382
1028	14.63976505
1029	14.61136127
1030	14.59025964
1031	14.57298812
1032	14.55619914
1033	14.53637956
1034	14.51076909
1035	14.48385218
1036	14.46068315
1037	14.44950706
1038	14.42771354
1039	14.38350672
1040	14.35190735
1041	14.3151718
1042	14.31304613
1043	14.30216022
1044	14.2853344
1045	14.28283347
1046	14.26656164
1047	14.25051462
1048	14.23355942
1049	14.21783121
1050	14.19598779
1051	14.19447863
1052	14.19135824
1053	14.1580926
1054	14.14469394
1055	14.11136243
1056	14.09988279
1057	14.08443815
1058	14.06403668
1059	14.04903826
1060	14.04075527
1061	14.03195485
1062	14.02836499
1063	14.00931143
1064	13.99481611
1065	13.98071258
1066	13.95467058
1067	13.94129232
1068	13.93822851
1069	13.91259494
1070	13.9109194
1071	13.89721062
1072	13.88763192
1073	13.88417008
1074	13.87834045
1075	13.84409327
1076	13.81859262
1077	13.80526581
1078	13.79229714
1079	13.76586362
1080	13.75848346
1081	13.74949618
1082	13.74796695
1083	13.72386282
1084	13.70353119
1085	13.68910992
1086	13.64496151
1087	13.62556107
1088	13.60172643
1089	13.58914521
1090	13.57690034
1091	13.56498167
1092	13.53358603
1093	13.5238989
1094	13.50821505
1095	13.49676936
1096	13.48184266
1097	13.45618605
1098	13.44817958
1099	13.43479449
1100	13.42720253
1101	13.41490698
1102	13.4040436
1103	13.39258066
1104	13.37269363
1105	13.36939534
1106	13.35171524
1107	13.32422016
1108	13.32105046
1109	13.30430188
1110	13.29298085
1111	13.28472541
1112	13.27701095
1113	13.23552453
1114	13.22462506
1115	13.20539631
1116	13.19853847
1117	13.18205275
1118	13.16324526
1119	13.13661778
1120	13.13428429
1121	13.1085302
1122	13.08207141
1123	13.05968113
1124	13.05722849
1125	13.04571912
1126	13.02977095
1127	13.02763134
1128	13.01306602
1129	13.00242911
1130	12.99097609
1131	12.98065861
1132	12.96544478
1133	12.9515339
1134	12.93612212
1135	12.93407539
1136	12.9074818
1137	12.89512818
1138	12.87411102
1139	12.85881004
1140	12.82871065
1141	12.78632765
1142	12.74707953
1143	12.74451899
1144	12.72903732
1145	12.72042037
1146	12.71062579
1147	12.68209945
1148	12.67528677
1149	12.66020128
1150	12.6542099
1151	12.63948582
1152	12.62445237
1153	12.61199097
1154	12.58491948
1155	12.56156989
1156	12.53684516
1157	12.52524135
1158	12.52201521
1159	12.51328604
1160	12.49418486
1161	12.47872878
1162	12.46631355
1163	12.45796273
1164	12.45112266
1165	12.43970962
1166	12.4303693
1167	12.41937943
1168	12.40673237
1169	12.39771044
1170	12.36103196
1171	12.3366074
1172	12.31296285
1173	12.31071637
1174	12.29572709
1175	12.28239341
1176	12.26937945
1177	12.26631417
1178	12.24221026
1179	12.21934919
1180	12.21267518
1181	12.19865862
1182	12.18515565
1183	12.16421738
1184	12.16125696
1185	12.15558898
1186	12.13646476
1187	12.13146673
1188	12.1213695
1189	12.10766891
1190	12.0594173
1191	12.04967985
1192	12.0271063
1193	12.01884594
1194	12.01620415
1195	11.99353039
1196	11.99184262
1197	11.98220151
1198	11.96339448
1199	11.96065243
1200	11.94825389
1201	11.93825046
1202	11.92008471
1203	11.90006237
1204	11.8931424
1205	11.88367619
1206	11.86212987
1207	11.85500952
1208	11.84528441
1209	11.83582282
1210	11.82633575
1211	11.81916779
1212	11.80994987
1213	11.80072505
1214	11.78919288
1215	11.78021999
1216	11.77217512
1217	11.76326555
1218	11.75227231
1219	11.7435295
1220	11.7198415
1221	11.71494585
1222	11.70822317
1223	11.6921623
1224	11.68435763
1225	11.67806107
1226	11.66945776
1227	11.66080178
1228	11.65449634
1229	11.63224096
1230	11.62158919
1231	11.61045869
1232	11.6023347
1233	11.60054521
1234	11.58753575
1235	11.57961727
1236	11.57232972
1237	11.56462801
1238	11.55852893
1239	11.55104828
1240	11.5437702
1241	11.54197242
1242	11.52979997
1243	11.52270081
1244	11.51450536
1245	11.51009438
1246	11.49800711
1247	11.49109295
1248	11.48026958
1249	11.46522843
1250	11.46100369
1251	11.44485941
1252	11.43488283
1253	11.41396565
1254	11.40583244
1255	11.39937069
1256	11.39278269
1257	11.38511022
1258	11.37986146
1259	11.37408883
1260	11.36811774
1261	11.36170379
1262	11.35710462
1263	11.34724517
1264	11.34312052
1265	11.32954379
1266	11.32038326
1267	11.30193934
1268	11.28903161
1269	11.26889915
1270	11.24971135
1271	11.2419477
1272	11.23538161
1273	11.22462842
1274	11.21893086
1275	11.21419243
1276	11.20786359
1277	11.20254766
1278	11.16551806
1279	11.16025137
1280	11.14722217
1281	11.13271211
1282	11.11882532
1283	11.11217163
1284	11.10008194
1285	11.09015513
1286	11.08608121
1287	11.07352711
1288	11.0690801
1289	11.05411632
1290	11.03761043
1291	11.035753
1292	11.02375047
1293	11.01864091
1294	10.99448956
1295	10.98304464
1296	10.97210353
1297	10.96270949
1298	10.95355488
1299	10.93055304
1300	10.9086125
1301	10.88822016
1302	10.86851886
1303	10.84711483
1304	10.82602491
1305	10.80760591
1306	10.78724689
1307	10.76757075
1308	10.76114901
1309	10.73425892
1310	10.72122574
1311	10.70130602
1312	10.69666725
1313	10.69033434
1314	10.67174412
1315	10.65295119
1316	10.64686543
1317	10.63069688
1318	10.62352667
1319	10.62124538
1320	10.60744756
1321	10.60524533
1322	10.5946863
1323	10.58781324
1324	10.57563727
1325	10.5572763
1326	10.55235652
1327	10.53913399
1328	10.53478063
1329	10.52330741
1330	10.5187797
1331	10.51627546
1332	10.51210306
1333	10.50696814
1334	10.50534047
1335	10.49234983
1336	10.47023309
1337	10.4685975
1338	10.44800923
1339	10.43715492
1340	10.43307039
1341	10.42745428
1342	10.41226926
1343	10.40874726
1344	10.40226304
1345	10.38761779
1346	10.38418105
1347	10.37387353
1348	10.36048981
1349	10.35672994
1350	10.35109233
1351	10.32188114
1352	10.31804762
1353	10.3142383
1354	10.30680245
1355	10.28407105
1356	10.27680002
1357	10.27171139
1358	10.25981686
1359	10.25259455
1360	10.24667808
1361	10.24276658
1362	10.22559067
1363	10.21034357
1364	10.20395057
1365	10.19146348
1366	10.18214335
1367	10.16041859
1368	10.15025603
1369	10.12406054
1370	10.11531722
1371	10.10915808
1372	10.08983278
1373	10.08380282
1374	10.08006119
1375	10.07500153
1376	10.07232419
1377	10.06354022
1378	10.05831871
1379	10.05679753
1380	10.05278609
1381	10.04324186
1382	10.03639578
1383	10.02972658
1384	10.0153506
1385	10.01153747
1386	10.00527429
1387	9.988475516
1388	9.983031391
1389	9.974695359
1390	9.954580449
1391	9.945548978
1392	9.937513014
1393	9.91833152
1394	9.910583987
1395	9.907031718
1396	9.902473094
1397	9.901053513
1398	9.895814567
1399	9.892984557
1400	9.874550169
1401	9.871984721
1402	9.860896981
1403	9.850213847
1404	9.841588131
1405	9.823883097
1406	9.813605534
1407	9.809203457
1408	9.783102325
1409	9.776847579
1410	9.772750856
1411	9.765751913
1412	9.764643018
1413	9.760753303
1414	9.752737667
1415	9.738431276
1416	9.736808361
1417	9.722169477
1418	9.720631614
1419	9.716144099
1420	9.706626536
1421	9.701796951
1422	9.700731829
1423	9.692265447
1424	9.687459437
1425	9.685954591
1426	9.683495922
1427	9.672860504
1428	9.658786676
1429	9.641736685
1430	9.637356041
1431	9.630643984
1432	9.629184734
1433	9.628184933
1434	9.626783151
1435	9.620909656
1436	9.611787131
1437	9.601887508
1438	9.593767501
1439	9.581386313
1440	9.572177853
1441	9.567017034
1442	9.564718842
1443	9.548166809
1444	9.545981668
1445	9.53739337
1446	9.53503231
1447	9.530083117
1448	9.520930135
1449	9.505186568
1450	9.502926163
1451	9.500851509
1452	9.496497832
1453	9.482960894
1454	9.480567427
1455	9.480032476
1456	9.475159653
1457	9.466654168
1458	9.462262744
1459	9.455617461
1460	9.436445898
1461	9.432298869
1462	9.422152104
1463	9.413258357
1464	9.388914952
1465	9.379938831
1466	9.376818039
1467	9.368960362
1468	9.366456649
1469	9.351919504
1470	9.341916115
1471	9.334945671
1472	9.329743055
1473	9.327473873
1474	9.316524668
1475	9.307324986
1476	9.30077057
1477	9.300262234
1478	9.292541082
1479	9.28359991
1480	9.28308956
1481	9.273268296
1482	9.25890245
1483	9.250214978
1484	9.246731578
1485	9.241841296
1486	9.226381306
1487	9.225923357
1488	9.2177422
1489	9.213435875
1490	9.20549018
1491	9.198055126
1492	9.182925422
1493	9.182410309
1494	9.174804013
1495	9.170139386
1496	9.163820938
1497	9.156437542
1498	9.15534121
1499	9.145713728
1500	9.133455061
1501	9.126065369
1502	9.115577472
1503	9.103366445
1504	9.094599671
1505	9.085489586
1506	9.076712449
1507	9.066522265
1508	9.058305636
1509	9.048667356
1510	9.039682888
1511	9.03046027
1512	9.021958931
1513	9.013130628
1514	9.007404243
1515	8.998940189
1516	8.991055833
1517	8.982948854
1518	8.975484127
1519	8.967716406
1520	8.960647056
1521	8.95191049
1522	8.945764311
1523	8.93830568
1524	8.92989504
1525	8.926744382
1526	8.918656842
1527	8.911406244
1528	8.903623008
1529	8.894291544
1530	8.887248102
1531	8.879749471
1532	8.87520857
1533	8.864212942
1534	8.8456371
1535	8.835463198
1536	8.817754441
1537	8.815765701
1538	8.810018435
1539	8.802759443
1540	8.796037472
1541	8.789051194
1542	8.779118242
1543	8.777641512
1544	8.760550899
1545	8.753466152
1546	8.737242384
1547	8.726180472
1548	8.720737267
1549	8.713999083
1550	8.690741619
1551	8.684244527
1552	8.677783576
1553	8.675902933
1554	8.669640136
1555	8.664505081
1556	8.654748478
1557	8.653588249
1558	8.637178965
1559	8.62019524
1560	8.614136961
1561	8.609173767
1562	8.603342658
1563	8.597737765
1564	8.595896651
1565	8.589859741
1566	8.583447571
1567	8.573460215
1568	8.550944659
1569	8.547509572
1570	8.541631793
1571	8.533851588
1572	8.533384676
1573	8.521825381
1574	8.514894834
1575	8.506548601
1576	8.501957062
1577	8.500134289
1578	8.490932527
1579	8.485650571
1580	8.477080843
1581	8.463671752
1582	8.456230878
1583	8.448085444
1584	8.434700702
1585	8.41902193
1586	8.414645424
1587	8.407488468
1588	8.400097059
1589	8.392181479
1590	8.379627171
1591	8.374023658
1592	8.359563596
1593	8.350660961
1594	8.346755231
1595	8.339523504
1596	8.332570869
1597	8.320806807
1598	8.315884324
1599	8.313719932
